Class,File,Surface Area,Volume,Rectangularity,Compactness,Convexity,Eccentricity,Diameter,A3_0,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D3_0,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7
AircraftBuoyant,m1337.obj,0.387124616319298,0.32326964060841334,0.3475894423406821,0.005090487913493863,0.3812422013112472,0.0002350078469103289,0.14547359504970092,0.0353322341934741,0.087726697595951,0.1208926038112035,0.1366895441125723,0.1476362102680112,0.1557072198151911,0.157624324220697,0.1583911659828994,0.0,0.0,0.10004,0.54892,0.35104,0.0,0.0,0.0,0.0234430094094416,0.0752251616932965,0.1122483931413834,0.1269871652797646,0.1484153049505349,0.1840180532328585,0.2333521387842276,0.0963107735084926,0.0324957090235859,0.187048001079976,0.3593138294794901,0.3672400825410294,0.0539023778759184,0.0,0.0,0.0,0.1806931673234717,0.5740718106878367,0.2241879414396406,0.0010470805490509,0.0,0.0,0.0,0.0
AircraftBuoyant,m1338.obj,0.287124616319298,0.38326964060841334,0.2475894423406821,0.004090487913493863,0.3812422013112472,0.0002350078469103289,0.14547359504970092,0.0353322341934741,0.087726697595951,0.1208926038112035,0.1366895441125723,0.1476362102680112,0.1557072198151911,0.157624324220697,0.1583911659828994,0.0,0.0,0.10004,0.54892,0.35104,0.0,0.0,0.0,0.0234430094094416,0.0752251616932965,0.1122483931413834,0.1269871652797646,0.1484153049505349,0.1840180532328585,0.2333521387842276,0.0963107735084926,0.0324957090235859,0.187048001079976,0.3593138294794901,0.3672400825410294,0.0539023778759184,0.0,0.0,0.0,0.1706931673234717,0.5640718106878367,0.2641879414396406,0.0010470805490509,0.0,0.0,0.0,0.0
AircraftBuoyant,m1339.obj,0.07555952146118255,0.031454349778613444,0.013823300776955223,0.02613665495672447,0.020506996841369526,0.00042819915288252254,0.3936431809800514,0.0540799659115119,0.1133619771323059,0.1383069384276685,0.1397628009374334,0.1440416163624742,0.1419465947020808,0.1372061643349194,0.1312939421916057,0.10994,0.50084,0.30498,0.00262,0.0,0.00305,0.07857,0.0,0.0761043809987622,0.2786165053468882,0.3412065501917575,0.1282441508897952,0.0530123171201883,0.0352671414946937,0.0492786266512449,0.0382703273066699,0.2576548800462472,0.5520955776086328,0.1537142306580595,0.0276905289526929,0.0084015801136911,0.0004432026206763,0.0,0.0,0.7529241160869317,0.2394245263218149,0.0074414699765307,0.0002098876147226,0.0,0.0,0.0,0.0
AircraftBuoyant,m1340.obj,0.052146969873497984,0.037555536878558796,0.1580385241877385,0.0015517847780278109,0.30694131611174474,0.005195543713786666,2.7877756015231857e-05,0.1687631027253668,0.2194807289146911,0.1339703273665538,0.1082285115303983,0.0933921948072891,0.0909329140461216,0.0915376552169005,0.0936945653926786,0.06269,0.56948,0.17161,0.04126,0.0671,0.08786,0.0,0.0,0.3173718267794922,0.2731408661025385,0.0379990044798407,0.0510204081632653,0.0571428571428571,0.0981483325037332,0.134892981582877,0.0302837232453957,0.5288214994891173,0.4013803474002814,0.0696342850533053,0.0001638680572959,0.0,0.0,0.0,0.0,0.9633933318143844,0.0366066681856155,0.0,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1341.obj,0.06328783399976698,0.04015517430574064,0.15771048524240164,0.0056195362899840486,0.2835305398339442,0.00597444951835562,3.3196175270128745e-07,0.2318840579710145,0.2597624798711755,0.1414888620504562,0.0929448470209339,0.0742585882984433,0.0682199409554482,0.0670960815888352,0.0643451422436929,0.10051,0.2381,0.50549,0.06615,0.08975,0.0,0.0,0.0,0.2012242460435951,0.1851298895192595,0.1405892306161043,0.1434856175972927,0.1747188215387678,0.0659301283965362,0.0515974917885936,0.0373245744998507,0.4297006796163301,0.5230057357690269,0.0472646647708102,2.8919843832843304e-05,0.0,0.0,0.0,0.0,0.964848901886576,0.0351510981134239,0.0,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1342.obj,0.1577457828488894,0.13994619796950972,0.19925337983277622,0.007214210325667764,0.3426796917265991,0.0019453466754642168,0.0037814351858251566,0.2783734165595741,0.1275197356342941,0.1096934092160822,0.1046263998531301,0.1001285111070313,0.0950982192032311,0.0936845970258858,0.090875711400771,0.07517,0.69829,0.02087,0.03506,0.0531,0.09425,0.02326,0.0,0.4632871831112084,0.091461047686351,0.0444415690411967,0.0568633110710766,0.0655923717763688,0.0868327543819486,0.1150404602414675,0.0764813026903821,0.679986124895214,0.2168466897276047,0.0640567337617914,0.0391104516153898,0.0,0.0,0.0,0.0,0.9184921330336394,0.0789363404320164,0.0025715265343441,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1343.obj,0.25952687487154097,0.22929518757400802,0.23762960298739727,0.015582955084620338,0.4060384370961458,0.0004129034657147462,0.022651936055241365,0.0434032713557362,0.1000170580542446,0.1207899774454616,0.1373173366691306,0.1492390212467542,0.1512101741816872,0.1510775004264513,0.1469456606205341,0.00368,0.12872,0.35746,0.45001,0.06013,0.0,0.0,0.0,0.036476797450707,0.1105556662019518,0.1534355706034654,0.1902708623780123,0.2200059749053973,0.1851025692093208,0.0568910575582553,0.0472615016928898,0.067667941541989,0.3341682642749106,0.4721823489176405,0.1258851070798932,9.633818556661305e-05,0.0,0.0,0.0,0.3619896601535771,0.602771230897894,0.0352391089485288,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1344.obj,0.15673733492579997,0.16046397134924753,0.18350220940871362,0.0037098871051496176,0.34491905174279813,0.0017726945860536726,0.009456008032922476,0.2310462612311576,0.0693918467364669,0.0946758743595455,0.1165998366377069,0.1216120888096829,0.1319150516076334,0.1275154080344546,0.1072436325833519,0.0,0.55155,0.17064,0.05333,0.06621,0.15827,0.0,0.0,0.517014729168534,0.0198181510362204,0.0266300180255544,0.0220190612769262,0.0631392349596167,0.0979056496668758,0.1130331729955284,0.1404399828707438,0.615175498635921,0.2550008194113734,0.0573395158724803,0.0711827480165424,0.0013014180636827,0.0,0.0,0.0,0.8816882050890488,0.1044152175157959,0.0138965773951552,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1345.obj,0.23793914719396966,0.19853243053899358,0.2938796396747065,0.016308997376554394,0.6202011939289751,0.0006592246099987238,1.6586048987713212e-06,0.086954056659044,0.098463515582182,0.1156615576512388,0.138151304972313,0.1516262544176289,0.1507002059985258,0.1258102923667151,0.1326328123523519,0.0,0.22975,0.31228,0.28705,0.17092,0.0,0.0,0.0,0.0645874189919663,0.0981752660448169,0.152907329796024,0.223875842433775,0.2067434521617074,0.0809831463470478,0.0831533154808716,0.0895742287437906,0.1065154333182357,0.4129846100473166,0.3707947460224152,0.1097052106120324,0.0,0.0,0.0,0.0,0.4580399619410085,0.51581351094196,0.0261465271170313,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1346.obj,0.06793884762276169,0.03196075449774292,0.16407428786910075,0.016900376919202313,0.2674770448513193,0.004375217112335555,0.026400991144702617,0.102210689492485,0.1881108040709038,0.1885488980252072,0.1565680393610568,0.1191952551054795,0.094223899710184,0.0795646020084922,0.0715778122261912,0.06603,0.33309,0.23316,0.30052,0.0672,0.0,0.0,0.0,0.1077549314277752,0.1984912120066084,0.1965803459463763,0.1878819244013615,0.1228030016521029,0.0731503413682597,0.0743346802285077,0.0390035629690081,0.2355372298918122,0.6441074748798181,0.1203552952283696,0.0,0.0,0.0,0.0,0.0,0.8425701288855193,0.1574298711144806,0.0,0.0,0.0,0.0,0.0,0.0
